id,rank,word,lemma,pos,pos_long,english_definition,frequency,sum_frequency,coca_spoken_freq,coca_fiction_freq,coca_magazines_freq,coca_newspapers_freq,sat,gre
34527,34527,darkens,darken,vvz,verb,,301,388813799,0,1,1,0,FALSE,FALSE
34528,34528,loathsome,loathsome,jj,adjective,,301,388814100,0,2,1,0,FALSE,FALSE
34529,34529,suppresses,suppress,vvz,verb,,301,388814401,0,0,1,0,FALSE,FALSE
34530,34530,hunched,hunch,vvd,verb,,301,388814702,0,3,0,0,FALSE,FALSE
34531,34531,patronize,patronize,vv0,verb,Condescend to; behave in an arrogant manner towards.,301,388815003,0,1,1,1,TRUE,TRUE
34532,34532,full-on,full-on,jj,adjective,,301,388815304,0,1,2,0,FALSE,FALSE
34533,34533,streak,streak,vv0,verb,,301,388815605,0,1,1,1,FALSE,FALSE
34534,34534,reintroduced,reintroduce,vvn,verb,,301,388815906,0,0,1,1,FALSE,FALSE
34535,34535,ulterior,ulterior,jj,adjective,,301,388816207,1,1,0,1,FALSE,FALSE
34536,34536,spiel,spiel,nn1,noun,,301,388816508,0,2,1,1,FALSE,FALSE
34537,34537,overreact,overreact,vv0,verb,,301,388816809,1,0,1,1,FALSE,FALSE
34538,34538,downturns,downturn,nn2,noun,,301,388817110,0,0,1,1,FALSE,FALSE
34539,34539,intransigence,intransigence,nn1,noun,Stubbornness.,301,388817411,0,0,1,1,TRUE,TRUE
34540,34540,ironed,iron,vvn,verb,,301,388817712,0,2,1,1,FALSE,FALSE
34541,34541,low-cut,low-cut,jj,adjective,,301,388818013,0,1,1,0,FALSE,FALSE
34542,34542,exonerated,exonerate,vvn,verb,,301,388818314,1,0,0,1,FALSE,FALSE
34543,34543,third-year,third-year,jj,adjective,,301,388818615,0,0,1,2,FALSE,FALSE
34544,34544,alabaster,alabaster,nn1,noun,,301,388818916,0,2,1,0,FALSE,FALSE
34545,34545,outbuildings,outbuilding,nn2,noun,,301,388819217,0,1,1,0,FALSE,FALSE
34546,34546,toasts,toast,nn2,noun,,301,388819518,0,1,1,1,FALSE,FALSE
34547,34547,pinky,pinky,nn1,noun,,301,388819819,0,2,0,0,FALSE,FALSE
34548,34548,hoard,hoard,nn1,noun,,301,388820120,0,1,1,1,FALSE,FALSE
34549,34549,snobbery,snobbery,nn1,noun,,301,388820421,0,1,1,1,FALSE,FALSE
34550,34550,victorians,victorian,nn2,noun,,301,388820722,0,1,1,1,FALSE,FALSE
34551,34551,on-camera,on-camera,jj,adjective,,301,388821023,2,0,0,1,FALSE,FALSE
34552,34552,increment,increment,nn1,noun,,301,388821324,0,0,0,1,FALSE,FALSE
34553,34553,livery,livery,nn1,noun,,301,388821625,0,2,1,1,FALSE,FALSE
34554,34554,strangulation,strangulation,nn1,noun,,301,388821926,1,1,0,0,FALSE,FALSE
34555,34555,manure,manure,vv0,verb,,301,388822227,0,0,1,0,FALSE,FALSE
34556,34556,convex,convex,jj,adjective,,301,388822528,0,1,1,0,FALSE,FALSE
34557,34557,segmented,segmented,jj,adjective,,301,388822829,0,1,1,0,FALSE,FALSE
34558,34558,buckwheat,buckwheat,nn1,noun,,301,388823130,0,0,2,1,FALSE,FALSE
34559,34559,flatware,flatware,nn1,noun,,301,388823431,0,0,2,1,FALSE,FALSE
34560,34560,patrimony,patrimony,nn1,noun,,301,388823732,0,0,1,0,FALSE,FALSE
34561,34561,neuroscientist,neuroscientist,nn1,noun,,301,388824033,0,0,2,0,FALSE,FALSE
34562,34562,pagans,pagan,nn2,noun,,301,388824334,0,1,0,0,FALSE,FALSE
34563,34563,coordinate,coordinate,nn1,noun,,301,388824635,0,0,0,0,FALSE,FALSE
34564,34564,eurocentric,eurocentric,jj,adjective,,301,388824936,0,0,0,0,FALSE,FALSE
34565,34565,printmaking,printmaking,nn1,noun,,301,388825237,0,0,2,1,FALSE,FALSE
34566,34566,transcribing,transcribe,vvg,verb,Copy.,301,388825538,0,1,0,0,TRUE,TRUE
34567,34567,gypsum,gypsum,nn1,noun,,301,388825839,0,0,1,0,FALSE,FALSE
34568,34568,sonnets,sonnet,nn2,noun,,301,388826140,0,1,0,0,FALSE,FALSE
34569,34569,secularists,secularist,nn2,noun,,301,388826441,0,0,1,1,FALSE,FALSE
34570,34570,cirrhosis,cirrhosis,nn1,noun,"Liver disease characterized pathologically by loss of the normal microscopic lobular architecture, with fibrosis and nodular regeneration. The term is sometimes used to refer to chronic interstitial inflammation of any organ.",301,388826742,0,0,1,0,FALSE,FALSE
34571,34571,steppe,steppe,nn1,noun,,301,388827043,0,1,1,0,FALSE,FALSE
34572,34572,calypso,calypso,nn1,noun,,301,388827344,0,0,1,0,FALSE,FALSE
34573,34573,esophageal,esophageal,jj,adjective,,301,388827645,0,0,1,0,FALSE,FALSE
34574,34574,anabolic,anabolic,jj,adjective,"Relating to, characterized by, or promoting anabolism.",301,388827946,1,0,1,1,FALSE,FALSE
34575,34575,tumour,tumour,nn1,noun,"Swelling, one of the cardinal signs of inflammations; morbid enlargement.",301,388828247,0,0,0,0,FALSE,FALSE
34576,34576,unblemished,unblemished,jj,adjective,,300,388828547,0,1,1,1,FALSE,FALSE
34577,34577,charmingly,charmingly,rr,adverb,,300,388828847,0,1,1,1,FALSE,FALSE
34578,34578,go-ahead,go-ahead,nn1,noun,,300,388829147,1,1,1,1,FALSE,FALSE
34579,34579,capitalized,capitalize,vvd,verb,,300,388829447,0,0,1,1,FALSE,FALSE
34580,34580,penned,pen,vvn,verb,,300,388829747,0,1,1,1,FALSE,FALSE
34581,34581,compensates,compensate,vvz,verb,,300,388830047,0,0,1,1,FALSE,FALSE
34582,34582,galvanize,galvanize,vv0,verb,,300,388830347,1,0,1,1,FALSE,FALSE
34583,34583,fraying,fray,vvg,verb,,300,388830647,0,1,1,1,FALSE,FALSE
34584,34584,falters,falter,vvz,verb,Hesitate; waver.,300,388830947,0,1,1,1,TRUE,TRUE
34585,34585,passers-by,passers-by,nn2,noun,,300,388831247,0,1,0,1,FALSE,FALSE
34586,34586,cheeky,cheeky,jj,adjective,,300,388831547,0,1,1,1,FALSE,FALSE
34587,34587,barbecues,barbecue,nn2,noun,,300,388831847,1,1,1,1,FALSE,FALSE
34588,34588,bottle,bottle,vv0,verb,,300,388832147,1,1,1,1,FALSE,FALSE
34589,34589,meteoric,meteoric,jj,adjective,,300,388832447,0,0,1,1,FALSE,FALSE
34590,34590,fancied,fancy,vvd,verb,,300,388832747,0,2,0,0,FALSE,FALSE
34591,34591,flitted,flit,vvd,verb,,300,388833047,0,3,0,0,FALSE,FALSE
34592,34592,inheriting,inherit,vvg,verb,,300,388833347,0,1,1,1,FALSE,FALSE
34593,34593,solo,solo,jj,adjective,,300,388833647,0,0,1,1,FALSE,FALSE
34594,34594,weeknight,weeknight,nn1,noun,,300,388833947,0,0,2,1,FALSE,FALSE
34595,34595,cutest,cute,jjt,adjective,,300,388834247,1,1,1,0,FALSE,FALSE
34596,34596,disconnected,disconnected,jj,adjective,,300,388834547,0,1,1,0,FALSE,FALSE
34597,34597,generalizing,generalize,vvg,verb,,300,388834847,0,0,0,0,FALSE,FALSE
34598,34598,retrain,retrain,vv0,verb,,300,388835147,1,0,1,1,FALSE,FALSE
34599,34599,executes,execute,vvz,verb,,300,388835447,0,1,1,1,FALSE,FALSE
34600,34600,nerdy,nerdy,jj,adjective,,300,388835747,1,1,1,1,FALSE,FALSE
34601,34601,refuel,refuel,vv0,verb,,300,388836047,1,1,1,1,FALSE,FALSE
34602,34602,cocking,cock,vvg,verb,,300,388836347,0,2,1,0,FALSE,FALSE
34603,34603,posted,posted,jj,adjective,,300,388836647,0,1,1,1,FALSE,FALSE
34604,34604,curtly,curtly,rr,adverb,,300,388836947,0,3,0,0,FALSE,FALSE
34605,34605,flaking,flake,vvg,verb,,300,388837247,0,1,1,0,FALSE,FALSE
34606,34606,councilwoman,councilwoman,nn1,noun,,300,388837547,0,0,0,3,FALSE,FALSE
34607,34607,encyclopedias,encyclopedia,nn2,noun,,300,388837847,0,1,1,1,FALSE,FALSE
34608,34608,spire,spire,nn1,noun,,300,388838147,0,2,1,0,FALSE,FALSE
34609,34609,hazelnut,hazelnut,nn1,noun,,300,388838447,0,1,1,1,FALSE,FALSE
34610,34610,phantoms,phantom,nn2,noun,,300,388838747,0,1,1,1,FALSE,FALSE
34611,34611,courtiers,courtier,nn2,noun,,300,388839047,0,1,1,0,FALSE,FALSE
34612,34612,endangerment,endangerment,nn1,noun,,300,388839347,1,0,0,1,FALSE,FALSE
34613,34613,injunctions,injunction,nn2,noun,,300,388839647,0,0,0,0,FALSE,FALSE
34614,34614,pagan,pagan,nn1,noun,,300,388839947,1,1,1,1,FALSE,FALSE
34615,34615,fritters,fritter,nn2,noun,,300,388840247,0,0,1,2,FALSE,FALSE
34616,34616,oi,oi,uh,interjection,,300,388840547,0,1,1,1,FALSE,FALSE
34617,34617,juridical,juridical,jj,adjective,,300,388840847,0,0,0,0,FALSE,FALSE
34618,34618,neuron,neuron,nn1,noun,,300,388841147,0,0,2,0,FALSE,FALSE
34619,34619,menorah,menorah,nn1,noun,,300,388841447,0,1,1,1,FALSE,FALSE
34620,34620,highlander,highlander,nn1,noun,,300,388841747,0,1,1,1,FALSE,FALSE
34621,34621,epistemic,epistemic,jj,adjective,,300,388842047,0,0,0,0,FALSE,FALSE
34622,34622,sunscreens,sunscreen,nn2,noun,,300,388842347,0,0,2,1,FALSE,FALSE
34623,34623,mortified,mortify,vvn,verb,,299,388842646,0,1,1,1,FALSE,FALSE
34624,34624,matted,mat,vvd,verb,,299,388842945,0,2,0,0,FALSE,FALSE
34625,34625,effusive,effusive,jj,adjective,Overly expressive of emotions; 'gushing'.,299,388843244,0,1,1,1,TRUE,TRUE
34626,34626,reminiscing,reminisce,vvg,verb,,299,388843543,0,1,1,1,FALSE,FALSE
34627,34627,ruins,ruin,vvz,verb,,299,388843842,0,1,1,1,FALSE,FALSE
34628,34628,determinedly,determinedly,rr,adverb,,299,388844141,0,2,1,0,FALSE,FALSE
34629,34629,derisive,derisive,jj,adjective,,299,388844440,0,2,0,0,FALSE,FALSE
34630,34630,traceable,traceable,jj,adjective,,299,388844739,0,0,1,0,FALSE,FALSE
34631,34631,spooked,spook,vvd,verb,,299,388845038,0,2,1,0,FALSE,FALSE
34632,34632,terminated,terminate,vvd,verb,,299,388845337,0,1,0,1,FALSE,FALSE
34633,34633,antsy,antsy,jj,adjective,,299,388845636,0,1,1,1,FALSE,FALSE
34634,34634,detonated,detonate,vvd,verb,,299,388845935,1,0,1,1,FALSE,FALSE
34635,34635,evaporating,evaporate,vvg,verb,,299,388846234,0,1,1,1,FALSE,FALSE
34636,34636,jabs,jab,nn2,noun,,299,388846533,0,1,1,1,FALSE,FALSE
34637,34637,cobbled,cobbled,jj,adjective,,299,388846832,0,2,1,0,FALSE,FALSE
34638,34638,impressionistic,impressionistic,jj,adjective,,299,388847131,0,0,1,1,FALSE,FALSE
34639,34639,glowered,glower,vvd,verb,,299,388847430,0,3,0,0,FALSE,FALSE
34640,34640,raunchy,raunchy,jj,adjective,,299,388847729,1,0,1,1,FALSE,FALSE
34641,34641,fuchsia,fuchsia,nn1,noun,,299,388848028,0,1,1,1,FALSE,FALSE
34642,34642,exhaling,exhale,vvg,verb,,299,388848327,0,2,1,0,FALSE,FALSE
34643,34643,purred,purr,vvd,verb,,299,388848626,0,3,0,0,FALSE,FALSE
34644,34644,ballpoint,ballpoint,nn1,noun,A pen with a tiny ball as its writing point. The ball transfers ink from a cartridge to the paper.,299,388848925,0,2,1,0,FALSE,FALSE
34645,34645,imaginatively,imaginatively,rr,adverb,,299,388849224,0,0,1,0,FALSE,FALSE
34646,34646,peeing,pee,vvg,verb,,299,388849523,0,2,1,0,FALSE,FALSE
34647,34647,shawls,shawl,nn2,noun,,299,388849822,0,1,1,0,FALSE,FALSE
34648,34648,anarchic,anarchic,jj,adjective,,299,388850121,0,0,1,1,FALSE,FALSE
34649,34649,ritually,ritually,rr,adverb,,299,388850420,0,0,1,0,FALSE,FALSE
34650,34650,groupies,groupie,nn2,noun,,299,388850719,1,1,1,1,FALSE,FALSE
34651,34651,high-voltage,high-voltage,jj,adjective,,299,388851018,0,1,1,1,FALSE,FALSE
34652,34652,communicable,communicable,jj,adjective,,299,388851317,0,0,0,0,FALSE,FALSE
34653,34653,elect,elect,nn1,noun,,299,388851616,1,0,0,0,FALSE,FALSE
34654,34654,binders,binder,nn2,noun,,299,388851915,0,1,1,1,FALSE,FALSE
34655,34655,marigolds,marigold,nn2,noun,,299,388852214,0,1,1,0,FALSE,FALSE
34656,34656,anthropomorphic,anthropomorphic,jj,adjective,,299,388852513,0,0,1,0,FALSE,FALSE
34657,34657,soviet,soviet,nn1,noun,,299,388852812,1,0,1,1,FALSE,FALSE
34658,34658,interconnectedness,interconnectedness,nn1,noun,,299,388853111,0,0,0,0,FALSE,FALSE
34659,34659,centenary,centenary,nn1,noun,,299,388853410,0,0,1,1,FALSE,FALSE
34660,34660,barbarian,barbarian,jj,adjective,,299,388853709,0,1,1,0,FALSE,FALSE
34661,34661,cheesecloth,cheesecloth,nn1,noun,,299,388854008,0,0,2,1,FALSE,FALSE
34662,34662,pygmy,pygmy,jj,adjective,,299,388854307,0,1,1,0,FALSE,FALSE
34663,34663,prawns,prawn,nn2,noun,,299,388854606,0,1,1,2,FALSE,FALSE
34664,34664,auger,auger,nn1,noun,,299,388854905,0,0,1,0,FALSE,FALSE
34665,34665,regionalism,regionalism,nn1,noun,,299,388855204,0,0,0,0,FALSE,FALSE
34666,34666,adjuster,adjuster,nn1,noun,,299,388855503,1,0,1,0,FALSE,FALSE
34667,34667,homeownership,homeownership,nn1,noun,,299,388855802,1,0,0,2,FALSE,FALSE
34668,34668,paddock,paddock,nn1,noun,,299,388856101,0,2,1,1,FALSE,FALSE
34669,34669,aurora,aurora,nn1,noun,,299,388856400,0,1,2,0,FALSE,FALSE
34670,34670,goaltender,goaltender,nn1,noun,,299,388856699,0,0,0,3,FALSE,FALSE
34671,34671,excellency,excellency,nn1,noun,,299,388856998,0,2,0,0,FALSE,FALSE
34672,34672,propellant,propellant,nn1,noun,,299,388857297,0,1,1,0,FALSE,FALSE
34673,34673,carers,carer,nn2,noun,,299,388857596,0,0,0,0,FALSE,FALSE
34674,34674,refined,refine,vvd,verb,,298,388857894,0,0,1,1,FALSE,FALSE
34675,34675,combed,comb,vvn,verb,,298,388858192,0,2,0,0,FALSE,FALSE
34676,34676,assembles,assemble,vvz,verb,,298,388858490,0,0,1,1,FALSE,FALSE
34677,34677,bristle,bristle,vv0,verb,To show irritation.,298,388858788,0,1,1,1,TRUE,TRUE
34678,34678,smoldering,smolder,vvg,verb,,298,388859086,0,2,1,0,FALSE,FALSE
34679,34679,flagging,flagging,jj,adjective,,298,388859384,0,1,1,1,FALSE,FALSE
34680,34680,arched,arch,vvn,verb,To form into an arch shape.,298,388859682,0,2,1,0,FALSE,FALSE
34681,34681,deplore,deplore,vv0,verb,Regret.,298,388859980,1,0,1,1,TRUE,TRUE
34682,34682,bawdy,bawdy,jj,adjective,,298,388860278,0,1,1,1,FALSE,FALSE
34683,34683,permutations,permutation,nn2,noun,,298,388860576,0,0,1,0,FALSE,FALSE
34684,34684,scars,scar,vvz,verb,,298,388860874,0,1,1,0,FALSE,FALSE
34685,34685,detours,detour,nn2,noun,,298,388861172,0,1,1,1,FALSE,FALSE
34686,34686,remade,remake,vvn,verb,,298,388861470,0,1,1,1,FALSE,FALSE
34687,34687,pinpoint,pinpoint,jj,adjective,,298,388861768,1,1,1,1,FALSE,FALSE
34688,34688,inherits,inherit,vvz,verb,,298,388862066,1,0,1,1,FALSE,FALSE
34689,34689,enchanted,enchant,vvn,verb,,298,388862364,0,1,1,0,FALSE,FALSE
34690,34690,earnestness,earnestness,nn1,noun,,298,388862662,0,1,1,1,FALSE,FALSE
34691,34691,duplicates,duplicate,nn2,noun,,298,388862960,0,0,1,0,FALSE,FALSE
34692,34692,torrents,torrent,nn2,noun,,298,388863258,0,1,1,1,FALSE,FALSE
34693,34693,old-line,old-line,jj,adjective,,298,388863556,0,0,1,1,FALSE,FALSE
34694,34694,massing,mass,vvg,verb,,298,388863854,1,1,1,1,FALSE,FALSE
34695,34695,hog,hog,vv0,verb,,298,388864152,0,1,1,1,FALSE,FALSE
34696,34696,farmhouses,farmhouse,nn2,noun,,298,388864450,0,1,1,1,FALSE,FALSE
34697,34697,narrates,narrate,vvz,verb,,298,388864748,0,0,0,1,FALSE,FALSE
34698,34698,avoidable,avoidable,jj,adjective,,298,388865046,0,0,1,1,FALSE,FALSE
34699,34699,echelon,echelon,nn1,noun,,298,388865344,1,0,1,1,FALSE,FALSE
34700,34700,analytically,analytically,rr,adverb,,298,388865642,0,0,0,0,FALSE,FALSE
34701,34701,doneness,doneness,nn1,noun,,298,388865940,0,0,2,1,FALSE,FALSE
34702,34702,flotation,flotation,nn1,noun,,298,388866238,0,1,2,0,FALSE,FALSE
34703,34703,pathologies,pathology,nn2,noun,,298,388866536,0,0,1,0,FALSE,FALSE
34704,34704,kamikaze,kamikaze,nn1,noun,,298,388866834,1,1,1,1,FALSE,FALSE
34705,34705,slayings,slaying,nn2,noun,,298,388867132,0,0,0,3,FALSE,FALSE
34706,34706,nested,nested,jj,adjective,,298,388867430,0,1,0,0,FALSE,FALSE
34707,34707,tugs,tug,nn2,noun,,298,388867728,0,1,1,0,FALSE,FALSE
34708,34708,pay-per-view,pay-per-view,jj,adjective,,298,388868026,0,0,1,2,FALSE,FALSE
34709,34709,amputations,amputation,nn2,noun,,298,388868324,0,0,1,0,FALSE,FALSE
34710,34710,cocks,cock,nn2,noun,,298,388868622,0,2,1,0,FALSE,FALSE
34711,34711,sweatshops,sweatshop,nn2,noun,,298,388868920,1,0,1,1,FALSE,FALSE
34712,34712,iterative,iterative,jj,adjective,,298,388869218,0,0,0,0,FALSE,FALSE
34713,34713,chink,chink,nn1,noun,,298,388869516,0,2,0,0,FALSE,FALSE
34714,34714,insemination,insemination,nn1,noun,,298,388869814,1,0,1,1,FALSE,FALSE
34715,34715,ogre,ogre,nn1,noun,,298,388870112,0,2,0,1,FALSE,FALSE
34716,34716,tabernacle,tabernacle,nn1,noun,,298,388870410,0,1,1,0,FALSE,FALSE
34717,34717,minstrel,minstrel,nn1,noun,,298,388870708,0,2,0,0,FALSE,FALSE
34718,34718,bathhouse,bathhouse,nn1,noun,,298,388871006,0,1,1,1,FALSE,FALSE
34719,34719,hares,hare,nn2,noun,,298,388871304,0,1,1,0,FALSE,FALSE
34720,34720,mestizo,mestizo,nn1,noun,,298,388871602,0,0,0,0,FALSE,FALSE
34721,34721,dyadic,dyadic,jj,adjective,,298,388871900,0,0,0,0,FALSE,FALSE
34722,34722,sinhalese,sinhalese,jj,adjective,,298,388872198,0,0,0,0,FALSE,FALSE
34723,34723,weathered,weather,vvd,verb,,297,388872495,0,1,1,1,FALSE,FALSE
34724,34724,aficionado,aficionado,nn1,noun,,297,388872792,0,0,1,1,FALSE,FALSE
34725,34725,poignancy,poignancy,nn1,noun,,297,388873089,0,0,1,1,FALSE,FALSE
34726,34726,reassuring,reassure,vvg,verb,,297,388873386,0,1,1,0,FALSE,FALSE
34727,34727,rough-and-tumble,rough-and-tumble,nn1,noun,,297,388873683,0,0,1,1,FALSE,FALSE
34728,34728,rejoiced,rejoice,vvd,verb,,297,388873980,0,1,1,1,FALSE,FALSE
34729,34729,poignantly,poignantly,rr,adverb,,297,388874277,0,0,1,1,FALSE,FALSE
34730,34730,four-story,four-story,jj,adjective,,297,388874574,0,1,1,1,FALSE,FALSE
34731,34731,cemented,cement,vvn,verb,,297,388874871,0,1,1,1,FALSE,FALSE
34732,34732,transpired,transpire,vvd,verb,,297,388875168,1,1,0,0,FALSE,FALSE
34733,34733,sidled,sidle,vvd,verb,,297,388875465,0,3,0,0,FALSE,FALSE
34734,34734,doze,doze,vv0,verb,,297,388875762,0,2,1,0,FALSE,FALSE
34735,34735,busied,busy,vvd,verb,,297,388876059,0,3,0,0,FALSE,FALSE
34736,34736,ferment,ferment,nn1,noun,,297,388876356,0,0,1,1,FALSE,FALSE
34737,34737,bulge,bulge,vv0,verb,,297,388876653,0,2,1,0,FALSE,FALSE
34738,34738,backtrack,backtrack,vv0,verb,,297,388876950,1,1,1,0,FALSE,FALSE
34739,34739,haywire,haywire,jj,adjective,,297,388877247,1,1,1,1,FALSE,FALSE
34740,34740,fantastical,fantastical,jj,adjective,,297,388877544,0,1,1,1,FALSE,FALSE
34741,34741,ice-cold,ice-cold,jj,adjective,,297,388877841,0,2,1,0,FALSE,FALSE
34742,34742,tongue-in-cheek,tongue-in-cheek,jj,adjective,,297,388878138,1,0,1,1,FALSE,FALSE
34743,34743,fixated,fixate,vvn,verb,,297,388878435,1,1,1,1,FALSE,FALSE
34744,34744,hunched,hunched,jj,adjective,,297,388878732,0,2,0,0,FALSE,FALSE
34745,34745,sleepily,sleepily,rr,adverb,,297,388879029,0,3,0,0,FALSE,FALSE
34746,34746,gaily,gaily,rr,adverb,,297,388879326,0,2,0,0,FALSE,FALSE
34747,34747,opportune,opportune,jj,adjective,Suitable for some particular purpose.,297,388879623,0,0,1,1,FALSE,FALSE
34748,34748,stipulates,stipulate,vvz,verb,Specify.,297,388879920,0,0,0,1,FALSE,TRUE
34749,34749,moisten,moisten,vv0,verb,,297,388880217,0,0,2,1,FALSE,FALSE
34750,34750,perched,perch,vvd,verb,,297,388880514,0,3,0,0,FALSE,FALSE
34751,34751,discloses,disclose,vvz,verb,,297,388880811,0,0,0,1,FALSE,FALSE
34752,34752,weeds,weed,vvz,verb,,297,388881108,0,1,1,1,FALSE,FALSE
34753,34753,hooted,hoot,vvd,verb,,297,388881405,0,3,0,0,FALSE,FALSE
34754,34754,puffed,puffed,jj,adjective,,297,388881702,0,1,1,1,FALSE,FALSE
34755,34755,plucks,pluck,vvz,verb,,297,388881999,0,2,1,0,FALSE,FALSE
34756,34756,campy,campy,jj,adjective,,297,388882296,0,0,1,1,FALSE,FALSE
34757,34757,skits,skit,nn2,noun,,297,388882593,0,0,1,1,FALSE,FALSE
34758,34758,nodded,nod,vvn,verb,,297,388882890,0,3,0,0,FALSE,FALSE
34759,34759,low-priced,low-priced,jj,adjective,,297,388883187,0,0,2,1,FALSE,FALSE
34760,34760,pervasiveness,pervasiveness,nn1,noun,,297,388883484,0,0,1,0,FALSE,FALSE
34761,34761,bade,bid,vvd,verb,,297,388883781,0,2,0,0,FALSE,FALSE
34762,34762,outperformed,outperform,vvd,verb,,297,388884078,0,0,1,1,FALSE,FALSE
34763,34763,funders,funder,nn2,noun,,297,388884375,0,0,1,1,FALSE,FALSE
34764,34764,induced,induced,jj,adjective,,297,388884672,0,0,0,0,FALSE,FALSE
34765,34765,clergymen,clergyman,nn2,noun,,297,388884969,0,0,1,1,FALSE,FALSE
34766,34766,snowballs,snowball,nn2,noun,,297,388885266,0,1,1,1,FALSE,FALSE
34767,34767,universalist,universalist,jj,adjective,,297,388885563,0,0,0,1,FALSE,FALSE
34768,34768,trans-atlantic,trans-atlantic,jj,adjective,,297,388885860,1,0,0,2,FALSE,FALSE
34769,34769,resonances,resonance,nn2,noun,Echo.,297,388886157,0,0,1,0,TRUE,FALSE
34770,34770,pessimists,pessimist,nn2,noun,,297,388886454,0,0,1,1,FALSE,FALSE
34771,34771,mucous,mucous,nn1,noun,,297,388886751,0,1,1,0,FALSE,FALSE
34772,34772,audiovisual,audiovisual,jj,adjective,,297,388887048,0,0,1,0,FALSE,FALSE
34773,34773,cosmopolitan,cosmopolitan,nn1,noun,A person who is familiar with and at ease in many different countries and cultures.,297,388887345,0,1,1,0,TRUE,FALSE
34774,34774,deep-water,deep-water,jj,adjective,,297,388887642,0,0,1,1,FALSE,FALSE
34775,34775,technocrats,technocrat,nn2,noun,,297,388887939,0,0,0,0,FALSE,FALSE
34776,34776,viola,viola,nn1,noun,,297,388888236,0,1,0,1,FALSE,FALSE
34777,34777,neurotransmitter,neurotransmitter,nn1,noun,Any of a group of substances that are released on excitation from the axon terminal of a presynaptic neuron of the central or peripheral nervous system and travel across the synaptic cleft to either excite or inhibit the target cell.,297,388888533,0,0,2,0,FALSE,FALSE
34778,34778,bobcat,bobcat,nn1,noun,,297,388888830,0,1,1,0,FALSE,FALSE
34779,34779,guilds,guild,nn2,noun,,297,388889127,0,0,0,0,FALSE,FALSE
34780,34780,moslems,moslem,nn2,noun,,297,388889424,1,0,1,0,FALSE,FALSE
34781,34781,samba,samba,nn1,noun,,297,388889721,0,0,0,1,FALSE,FALSE
34782,34782,reliefs,relief,nn2,noun,,297,388890018,0,0,1,0,FALSE,FALSE
34783,34783,counterfeiting,counterfeit,vvg,verb,Imitate fraudulently.,297,388890315,1,0,1,1,TRUE,TRUE
34784,34784,conservators,conservator,nn2,noun,,297,388890612,0,0,1,1,FALSE,FALSE
34785,34785,histologic,histologic,jj,adjective,,297,388890909,0,0,0,0,FALSE,FALSE
34786,34786,desalination,desalination,nn1,noun,,297,388891206,0,0,1,0,FALSE,FALSE
34787,34787,druid,druid,nn1,noun,,297,388891503,0,3,0,0,FALSE,FALSE
34788,34788,pylori,pylorus,nn2,noun,,297,388891800,0,0,2,0,FALSE,FALSE
34789,34789,rekindle,rekindle,vv0,verb,Relight; revive.,296,388892096,1,0,1,1,FALSE,TRUE
34790,34790,backfired,backfire,vvn,verb,,296,388892392,1,0,1,1,FALSE,FALSE
34791,34791,underappreciated,underappreciated,jj,adjective,,296,388892688,0,0,1,1,FALSE,FALSE
34792,34792,lump,lump,vv0,verb,,296,388892984,1,1,1,1,FALSE,FALSE
34793,34793,clinking,clink,vvg,verb,,296,388893280,0,2,0,0,FALSE,FALSE
34794,34794,ambush,ambush,vv0,verb,,296,388893576,0,1,1,1,FALSE,FALSE
34795,34795,recreating,recreate,vvg,verb,,296,388893872,1,0,1,1,FALSE,FALSE
34796,34796,tormenting,torment,vvg,verb,,296,388894168,0,2,1,0,FALSE,FALSE
34797,34797,tapered,taper,vvd,verb,,296,388894464,0,1,1,0,FALSE,FALSE
34798,34798,cringing,cringe,vvg,verb,Recoil; flinch; shy away.,296,388894760,0,2,1,0,TRUE,TRUE
34799,34799,abated,abate,vvn,verb,Reduce in intensity.,296,388895056,0,1,1,1,FALSE,TRUE
34800,34800,invades,invade,vvz,verb,,296,388895352,1,0,1,1,FALSE,FALSE
34801,34801,braided,braid,vvn,verb,,296,388895648,0,2,1,0,FALSE,FALSE
34802,34802,two-inch,two-inch,jj,adjective,,296,388895944,0,1,1,0,FALSE,FALSE
34803,34803,mocks,mock,vvz,verb,,296,388896240,0,1,1,1,FALSE,FALSE
34804,34804,acrimony,acrimony,nn1,noun,,296,388896536,1,0,1,1,FALSE,FALSE
34805,34805,soundness,soundness,nn1,noun,,296,388896832,0,0,1,1,FALSE,FALSE
34806,34806,four-inch,four-inch,jj,adjective,,296,388897128,0,1,1,0,FALSE,FALSE
34807,34807,flavors,flavor,vvz,verb,,296,388897424,0,0,1,1,FALSE,FALSE
34808,34808,reinforced,reinforced,jj,adjective,,296,388897720,0,1,1,0,FALSE,FALSE
34809,34809,potpourri,potpourri,nn1,noun,,296,388898016,0,1,1,1,FALSE,FALSE
34810,34810,rightness,rightness,nn1,noun,,296,388898312,0,1,1,0,FALSE,FALSE
34811,34811,cold-weather,cold-weather,jj,adjective,,296,388898608,0,0,2,1,FALSE,FALSE
34812,34812,precipitating,precipitate,vvg,verb,,296,388898904,0,0,1,0,FALSE,FALSE
34813,34813,inducements,inducement,nn2,noun,,296,388899200,0,0,1,1,FALSE,FALSE
34814,34814,wood-burning,wood-burning,jj,adjective,,296,388899496,0,0,1,1,FALSE,FALSE
